case_id,customer_query,true_intent,true_escalate,reference_criteria
case_707343,My boyfriend has been promised a call back from the Accounts team 3 times during the last 3 months to arrange cancellation of...,SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_2859784,this may be a silly question but the service plans are only for items sold via amazon right? I can't just buy a plan for an item I bought elsewhere?,SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_1744062,"I’ve tried every way I can think of to get my account with unlocked, not they’re just ignoring me-please help me I just want to spend my money?! #amazon #worstcustomerservice #whywontyouhelpme [LINK]",SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,Guide the user through account recovery steps or provide a link to the account security team.
case_2603132,my replacement process is still not happen. I am not get any update about it from you. It's 22nd day from I requested to replacement. I continuesly contacts you via phone and emails. But there is no use by yours customer services. Take a look at it.,REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_295742,"Very Bad response. I have written response, I haven't got my refund still.",REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_1319881,"hi I have a transaction gone out of my bank but no email or record on my Amazon account, can you find out what it is please?",SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_1215424,i cant sing in to my account on amazon cause i need a code that u send to my email n then hotmail its not working what can i do?,PAYMENT_AND_PROMOTIONAL_PRICING,False,"Clarify the billing concern, promotional terms, or payment status clearly."
case_2813568,TAKING CHARGE AND POSTING #WARNING ON #FAKE EMAILS   DOES NOT DO OR SAY ANYTHING #BEWARE #CVS  #FRAUDULENT EMAILS #AMAZON #AmazonHelp Good show!!!!! #BRILLIANT [LINK],ACCOUNT_ACCESS_AND_SECURITY,True,Immediately escalate to the appropriate specialized team (fraud/security/legal) and empathize with the user's distress.
case_2863353,Have been trying to fix problem since Saturday. EVERY time I deal with Customer Service I am given INCORRECT INFORMATION. I WANT TO SPEAK TO SOMEONE COMPETENT IN AUSTRALIA.,SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_75993,whats the situation with Prime at the moment? Just ordered a few things on Prime one day and they're not coming until Monday.,ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_1350238,sent an email stating my account was hacked. I’ve yet to receive a response. Thanks for allowing someone else have access to my account and information. Feeling safe knowing y’all don’t give a fuck about your customers.,ACCOUNT_ACCESS_AND_SECURITY,True,Immediately escalate to the appropriate specialized team (fraud/security/legal) and empathize with the user's distress.
case_2142929,It seems that charged me twice for a recent order by accident. Having trouble finding what I should do to resolve this issue.,ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_235131,When says they’ll replace your lost parcel at no extra cost yet you still get a £1 charge from them... 🤔,ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_2405129,"is there anyway that I can request not to use for delivery? An Amazon prime item has yet to be delivered, despite an arrival date of November 9. It was to be delivered yesterday, Monday, but still nothing.",PACKAGE_DAMAGED_OR_MISSING,False,Apologize for the issue and offer a prompt replacement or investigation into the missing item.
case_355624,"are ridiculous, my accounts been hacked and theres nothing you can do because its not a valid email address anymore???",ACCOUNT_ACCESS_AND_SECURITY,True,Immediately escalate to the appropriate specialized team (fraud/security/legal) and empathize with the user's distress.
case_2774148,"U r giving same reply every time, how many times we have to give details, we replied somany times on call email twitter but neither you gave us our cashback nor any response, it doesn't look nice for Amazon brand [LINK]",REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_2449352,"why when I place an order with 17 hours left to receive my purchase by Thursday, does my confirmation tell me it will arrive on Friday! I guess a good way to charge for shipping. #thanksfornothingprime",ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_2856611,"my friend had his order of merch stolen from his porch, please help",PACKAGE_DAMAGED_OR_MISSING,True,Immediately escalate to the appropriate specialized team (fraud/security/legal) and empathize with the user's distress.
case_2456118,issue with the refund...worst service encountered ever,SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,Provide clear instructions or a direct link for processing the return or refund.
case_701359,I really try not to complain on here but really has the worst customer service 😩 two missing parcels and no one can help 😩😩🙈,SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,Apologize for the issue and offer a prompt replacement or investigation into the missing item.
case_326721,i just bought fifa 18. It keeps giving me error messages. I want a replacement please,REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_1100516,received the attached 2 days ago and still no delivery... for the delivery charges you charge this isnt right and I really shouldn't be waiting over a week anyway [LINK],ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_2488961,"hi, I received my order and unfortunately it is damaged as it has been rolling around a box. Can you please advise what can be done? Thank you",PACKAGE_DAMAGED_OR_MISSING,False,Apologize for the issue and offer a prompt replacement or investigation into the missing item.
case_1223039,"order id 405-8226026-7249114, not delivered, no courier man contacted, falsely updated refused to take , now you are not returning my money, CC say money will return after receiving items, please return my money",REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_1473722,So said they put a note in my account that packages are to be delivered at my door. Guess what? Two packages of mine in there.. [LINK],PACKAGE_DAMAGED_OR_MISSING,False,Apologize for the issue and offer a prompt replacement or investigation into the missing item.
case_487826,unable to add my gift card received for yippee product. Tried so many times. But I'm getting only error message. How to solve?,PAYMENT_AND_PROMOTIONAL_PRICING,False,"Clarify the billing concern, promotional terms, or payment status clearly."
case_1676340,"Disappointed amazon sells old products, purchased new watch on 6NOV17 and found calls of july17. Fraud (Order- 4__credit_card__",SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,True,Immediately escalate to the appropriate specialized team (fraud/security/legal) and empathize with the user's distress.
case_1258294,"Hey, I live permanantaly in the UK But im staying with my girlfrend in the US, If I buy a season on Prime Video in the US (1/2)",SUBSCRIPTION_AND_DIGITAL_SERVICES,False,Assist the user with their subscription or digital service query by providing relevant links or steps.
case_2855085,Bonsoir. J'ai acheté Kindle et je veux le utiliser avec compte [LINK] Mail il connecte automatiquement amazon.fr. Comment je pourra utiliser en tant que co.jp ?,SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_486817,It took 11 days still package has not arrived . It showing attempt was failed. If I contact costumer care it showing ur number was blocked. Wat is this ??? [LINK],ACCOUNT_ACCESS_AND_SECURITY,False,Guide the user through account recovery steps or provide a link to the account security team.
case_1150914,you got people in the Philippines who don't speak English handling support and refuse to transfer me to someone in USA,SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_2902514,hi trying to set up a kindle fire with my existing amazon ac not working and despite me asking for password reset it getting any reset emails,ACCOUNT_ACCESS_AND_SECURITY,False,Guide the user through account recovery steps or provide a link to the account security team.
case_2923537,Please stop sending movies and video games out in padded envelopes. The protection is not sufficient and almost everyone of the cases arrives with minor cracks or chips. 3/3 were damaged in my last order. Boxes ftw. Thanks,PACKAGE_DAMAGED_OR_MISSING,False,Apologize for the issue and offer a prompt replacement or investigation into the missing item.
case_2102711,"Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017",ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_2783159,Just wanted to let you know after 4 years as a prime member i will never use amazon again. Last 4 orders i placed have been messed up. Each time support tried to help i ended up with the exact same problem as before.,ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_1456416,U didnt resolve my query yet. I havent received any call from your team.,SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_932278,40 days gone but did not get refund. [LINK],REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_1324527,I don't know what are you doing with your team or what you doing my concern is my refund courier service is yours 1/2 [LINK],REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_2595430,still no response from ur side after giving u all my product details wat type of service u ppl have,PRODUCT_AVAILABILITY_AND_INQUIRY,False,"Provide details on product availability, features, or direct the user to the correct catalog page."
case_667722,"Placed an order through last night, sat here 8 hrs, Notified via echo dot it was delivered to my door, open my door and 0. Amazon delivery driver steals package?? REALLY AMAZON? Asks if I want refund but does not fix theft of own workers. 👎🏼",REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_669185,"are these the same 2 sellers? One has rating, other doesn't.  [LINK] [LINK]",PRODUCT_AVAILABILITY_AND_INQUIRY,False,"Provide details on product availability, features, or direct the user to the correct catalog page."
case_11073,isn't prime two day shipping supposed to be guaranteed? what happens when its late?,ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_1668375,"team I am fed up dealing an issue with our support team on emails, handling of my case was just ridiculous",SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_1586190,is all this packaging necessary for such a small item? [LINK],SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
case_1350017,"Hey, now me, my wife and my friend have all had the same thing done. We ordered, you took the money, then said the card was declined, we have to add more money to the card and then it works. Why are you authorising it and then not taking it??",ORDER_TRACKING_AND_DELIVERY_STATUS,False,Provide the current tracking status and apologize for any delivery delays.
case_641821,"Hi . I bought an electrical product on 4th October and it's stopped working properly. Can you help please, as I can't see an option of how to return on the website? Thanks for your help! [LINK]",REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_1299539,do i have to sacrifice my first born to you for you guys to unlock my account? ive changed passwords 3 times already,ACCOUNT_ACCESS_AND_SECURITY,False,Guide the user through account recovery steps or provide a link to the account security team.
case_2609156,I was sent the wrong item! HELP! Who do I contact??? Need it ASAP,REFUND_AND_RETURN_REQUEST,False,Provide clear instructions or a direct link for processing the return or refund.
case_743763,Stop using UPS ! 103 lb package looped around US 4800 miles. You are only company I still buy from that uses UPS #FEDEX #UPSSucks [LINK],SERVICE_COMPLAINT_AND_AGENT_FEEDBACK,False,"Acknowledge the negative experience, apologize sincerely, and ask for further details to improve service."
